1.000000000000000000e+02;1.944215636100872002e+00;0.000000000000000000e+00
1.191919191919191974e+02;1.811500281317763861e+00;0.000000000000000000e+00
1.383838383838383947e+02;1.730061573550922605e+00;0.000000000000000000e+00
1.575757575757575637e+02;1.676522218941108866e+00;0.000000000000000000e+00
1.767676767676767611e+02;1.639454271202912983e+00;0.000000000000000000e+00
1.959595959595959584e+02;1.612733889900425766e+00;0.000000000000000000e+00
2.151515151515151274e+02;1.592839639274845620e+00;0.000000000000000000e+00
2.343434343434343248e+02;1.577629938270907806e+00;0.000000000000000000e+00
2.535353535353535221e+02;1.565741643624562141e+00;0.000000000000000000e+00
2.727272727272727479e+02;1.556273636100871993e+00;0.000000000000000000e+00
2.919191919191919169e+02;1.548610889989115780e+00;0.000000000000000000e+00
3.111111111111110858e+02;1.542322013651892476e+00;0.000000000000000000e+00
3.303030303030302548e+02;1.537097178058619784e+00;0.000000000000000000e+00
3.494949494949494806e+02;1.532709212565170898e+00;0.000000000000000000e+00
3.686868686868686495e+02;1.528988488043075078e+00;0.000000000000000000e+00
3.878787878787878753e+02;1.525806273307903416e+00;0.000000000000000000e+00
4.070707070707070443e+02;1.523063448722093760e+00;0.000000000000000000e+00
4.262626262626262132e+02;1.520682693219984394e+00;0.000000000000000000e+00
4.454545454545454390e+02;1.518602974709785114e+00;0.000000000000000000e+00
4.646464646464646080e+02;1.516775599238868288e+00;0.000000000000000000e+00
4.838383838383838338e+02;1.515161334559299355e+00;0.000000000000000000e+00
5.030303030303030027e+02;1.513728286703281745e+00;0.000000000000000000e+00
5.222222222222221717e+02;1.512450312425000609e+00;0.000000000000000000e+00
5.414141414141413406e+02;1.511305818351930119e+00;0.000000000000000000e+00
5.606060606060605096e+02;1.510276842821105747e+00;0.000000000000000000e+00
5.797979797979796786e+02;1.509348346829422871e+00;0.000000000000000000e+00
5.989898989898989612e+02;1.508507661387450405e+00;0.000000000000000000e+00
6.181818181818181301e+02;1.507744053055889433e+00;0.000000000000000000e+00
6.373737373737372991e+02;1.507048379639289948e+00;0.000000000000000000e+00
6.565656565656564680e+02;1.506412815272469619e+00;0.000000000000000000e+00
6.757575757575757507e+02;1.505830629364360185e+00;0.000000000000000000e+00
6.949494949494949196e+02;1.505296007669963521e+00;0.000000000000000000e+00
7.141414141414140886e+02;1.504803906558550342e+00;0.000000000000000000e+00
7.333333333333332575e+02;1.504349933621533131e+00;0.000000000000000000e+00
7.525252525252524265e+02;1.503930249316492995e+00;0.000000000000000000e+00
7.717171717171717091e+02;1.503541485515635934e+00;0.000000000000000000e+00
7.909090909090908781e+02;1.503180677717994573e+00;0.000000000000000000e+00
8.101010101010100470e+02;1.502845208367213692e+00;0.000000000000000000e+00
8.292929292929292160e+02;1.502532759243232929e+00;0.000000000000000000e+00
8.484848484848483849e+02;1.502241271304953774e+00;0.000000000000000000e+00
8.676767676767676676e+02;1.501968910680377522e+00;0.000000000000000000e+00
8.868686868686868365e+02;1.501714039751745666e+00;0.000000000000000000e+00
9.060606060606060055e+02;1.501475192481673160e+00;0.000000000000000000e+00
9.252525252525251744e+02;1.501251053283992221e+00;0.000000000000000000e+00
9.444444444444443434e+02;1.501040438869038152e+00;0.000000000000000000e+00
9.636363636363635123e+02;1.500842282594286203e+00;0.000000000000000000e+00
9.828282828282827950e+02;1.500655620932856760e+00;0.000000000000000000e+00
1.002020202020201964e+03;1.500479581738554113e+00;0.000000000000000000e+00
1.021212121212121133e+03;1.500313374039922376e+00;0.000000000000000000e+00
1.040404040404040188e+03;1.500156279139801319e+00;0.000000000000000000e+00
1.059595959595959357e+03;1.500007642832963395e+00;0.000000000000000000e+00
1.078787878787878753e+03;1.499866868584144308e+00;0.000000000000000000e+00
1.097979797979797922e+03;1.499733411533368921e+00;0.000000000000000000e+00
1.117171717171717091e+03;1.499606773215868660e+00;0.000000000000000000e+00
1.136363636363636260e+03;1.499486496900872101e+00;0.000000000000000000e+00
1.155555555555555429e+03;1.499372163467735941e+00;0.000000000000000000e+00
1.174747474747474598e+03;1.499263387749771415e+00;0.000000000000000000e+00
1.193939393939393767e+03;1.499159815286112529e+00;0.000000000000000000e+00
1.213131313131312936e+03;1.499061119430403766e+00;0.000000000000000000e+00
1.232323232323232332e+03;1.498966998772196968e+00;0.000000000000000000e+00
1.251515151515151501e+03;1.498877174832998094e+00;0.000000000000000000e+00
1.270707070707070670e+03;1.498791390004031721e+00;0.000000000000000000e+00
1.289898989898989839e+03;1.498709405697169261e+00;0.000000000000000000e+00
1.309090909090909008e+03;1.498631000684205405e+00;0.000000000000000000e+00
1.328282828282828177e+03;1.498555969602874516e+00;0.000000000000000000e+00
1.347474747474747346e+03;1.498484121610740738e+00;0.000000000000000000e+00
1.366666666666666515e+03;1.498415279170473458e+00;0.000000000000000000e+00
1.385858585858585684e+03;1.498349276952048115e+00;0.000000000000000000e+00
1.405050505050504853e+03;1.498285960839189412e+00;0.000000000000000000e+00
1.424242424242424022e+03;1.498225187028893846e+00;0.000000000000000000e+00
1.443434343434343418e+03;1.498166821214197419e+00;0.000000000000000000e+00
1.462626262626262587e+03;1.498110737841508833e+00;0.000000000000000000e+00
1.481818181818181756e+03;1.498056819434832709e+00;0.000000000000000000e+00
1.501010101010100925e+03;1.498004955980085651e+00;0.000000000000000000e+00
1.520202020202020094e+03;1.497955044363473931e+00;0.000000000000000000e+00
1.539393939393939263e+03;1.497906987858575567e+00;0.000000000000000000e+00
1.558585858585858432e+03;1.497860695657357910e+00;0.000000000000000000e+00
1.577777777777777601e+03;1.497816082440883934e+00;0.000000000000000000e+00
1.596969696969696770e+03;1.497773067985911144e+00;0.000000000000000000e+00
1.616161616161615939e+03;1.497731576803997156e+00;0.000000000000000000e+00
1.635353535353535335e+03;1.497691537810076579e+00;0.000000000000000000e+00
1.654545454545454504e+03;1.497652884017790287e+00;0.000000000000000000e+00
1.673737373737373673e+03;1.497615552259128346e+00;0.000000000000000000e+00
1.692929292929292842e+03;1.497579482926192140e+00;0.000000000000000000e+00
1.712121212121212011e+03;1.497544619733106375e+00;0.000000000000000000e+00
1.731313131313131180e+03;1.497510909496301945e+00;0.000000000000000000e+00
1.750505050505050349e+03;1.497478301931566280e+00;0.000000000000000000e+00
1.769696969696969518e+03;1.497446749466418980e+00;0.000000000000000000e+00
1.788888888888888687e+03;1.497416207066498472e+00;0.000000000000000000e+00
1.808080808080807856e+03;1.497386632074780399e+00;0.000000000000000000e+00
1.827272727272727025e+03;1.497357984062556158e+00;0.000000000000000000e+00
1.846464646464646421e+03;1.497330224691193257e+00;0.000000000000000000e+00
1.865656565656565590e+03;1.497303317583801752e+00;0.000000000000000000e+00
1.884848484848484759e+03;1.497277228205999178e+00;0.000000000000000000e+00
1.904040404040403928e+03;1.497251923755045455e+00;0.000000000000000000e+00
1.923232323232323097e+03;1.497227373056683852e+00;0.000000000000000000e+00
1.942424242424242266e+03;1.497203546469080937e+00;0.000000000000000000e+00
1.961616161616161435e+03;1.497180415793312180e+00;0.000000000000000000e+00
1.980808080808080604e+03;1.497157954189890505e+00;0.000000000000000000e+00
2.000000000000000000e+03;1.497136136100872150e+00;0.000000000000000000e+00
